 text class_label
Palutena: His most famous form is shaped like a pizza missing one slice." normal
25257 "@miraohhmira nunu its the same but just ukuran lain and tmpt lipat tk best . but some my friends kata ok for them so u can try la hehe" normal
25258 "LOOK: Everyone Is Talking About Ivanka’s Outfit At Rose Garden Last Night [PHOTOS] - https://t.co/cdYLMS2oZx" normal
25259 "‘Go to hell!’ Famous designer behind Melania’s WH portrait stands up to the haters in a big way https://t.co/h7jqEjRBsg" normal
25260 "I liked a @YouTube video https://t.co/BasNEDKqa9 Mask Off Challenge Compilation | Future - Mask Off Challenge |" normal
25262 "You can see beyond someone's negativity today and right into t... More for Sagittarius https://t.co/BuE7dJMnMD" normal
25263 "Alexei Navalny wants Vladimir Putin’s job. Here’s what he’d do with it https://t.co/fcqG9EFqlM via @business" normal
25264 "Lovely Large Mother of Pearl Shell Vintage Jewelry Gold Clip Earrings  https://t.co/UjQGFUznmD https://t.co/lCwCwxFHj4" spam
25265 "@WMRDC Sad but true, Wayne. Sad but true. Thank you again for the work you do. Kids are considered expendable, unle… https://t.co/XBUEYXl6OK" normal
25266 "Feel like this has been my week. People acting this way, and me feeling this way in turn. Yay Dad. #Salty #TGIF https://t.co/DpQv0Kokda" normal
25267 "@ItsmeNest @LiveSmart @suncelldeals Hey Nestor. Pasaload from Smart prepaid to Sun prepaid is not possible. Hope this enlightens you." normal
25268 "@BlackNewYorican He's constantly naked. I think he likes to expose himself.  Obviously he has many mental issues to… https://t.co/RMjrg1PI9I" normal
25269 "Why does no one like the bring it on with the girls in east LA that might be my favorite bring it on" normal
25270 "&gt;Man Is Accused Of Raping and Killing His Girlfriendís 4-Year-Old Son and His Mum Is Accused Of Helping Him Escape https://t.co/ND8IS7Z0cG" normal
25271 "Tarheel for life.👣👣We who were raised in the Valley of the Mountains. #southernbelle #unc #NCGirl Carolina leading mad sports huh this year." normal
25272 "@shoutme4 Welcome! I'm a co-host on The Gadget Spot podcast. Please also drop us a 'like' at https://t.co/X55P48agoz." spam
25273 "#USGS08030500 - Sabine Rv nr Ruliff, TX
Height: 24.66ft ▼ (24ft)
Flow: 22800cfs
https://t.co/kxy3gSmdu5" spam
25274 "NO COMPROMISE Stand with Dan Forest https://t.co/FivH0OXFr7 @SenatorBerger @MyNCSenate @NCHouseGOP @LtGovDanForest" normal
25276 "Comparison w/ the anime/manga and other films is inevitable. The hero's journey back from product to person is worth a look." normal
25277 "@jayemkae We missed the snow down here but yesterday I forgot to wear a coat because it was 72 the day before. Not… https://t.co/2diK0SU4hQ" normal
25283 "#Bangkok Apr 08 14:30 Temperature 34C few clouds Wind W 11 km/h  Humidity 60% Thailand .. https://t.co/KMJCYc7gaw" normal
25284 "And then I woke up and my pictures have gone viral!!! #Blessings #lissareneephotography #blackgirlmagic https://t.co/beO5lQAzGC" normal
25285 "Just overheard this punchable statement at the Chattanooga Film Fest: ""THE BABADOOK is a garbage movie for garbage people.""

Fuck off, pleb." abusive
25286 "from @Gustozone16  -  Attention Attention!!!
Saturday May 6th I will be performing at the Vanity… https://t.co/xJboBQjkTA" normal
25287 "@corvettec714 But if you just keep going at it, you'll get one eventually:3 You cant give up if you don't get one q… https://t.co/xyfpFS1cEJ" normal
25289 "Found a Transponder Snail!
Get an inside look at the flashiest crew around!
https://t.co/DFSPiuJ3sf #TreCru https://t.co/fdl89rdTaB" spam
25290 "My grandma said it'll get better. But first admit your a little bitter. Then and only then will you get better. #stuck #truetho" normal
25292 "133 min Bicycling, 16-20 mph, very fast (cycling, biking, bike riding) with Wahoo Fitness, I burned 1,464 calories #myfitnesspal" normal
25293 "@_Love_Dva_ [Amelie had a light blush, and she might have shoved Hana over to the spot next to her.
Now she was embarrassed too.]" normal
25294 "@txvoodoo I'm gutted! But we'd have to move 140 ton to relay them over insulation. They will hide underneath it for another few centuries!" hateful
25295 "You have had this one way of trying to manifest your desires or one way of viewing how things will manifest in your life," normal
25296 "Loose Stone :- Product ID-4046 Particular-Natural ..For more info visit... https://t.co/YXDk0SSoxV https://t.co/MUHeuG9nuI" spam
25297 "Staring at your #Pinterest page wondering what to pin? =&gt;https://t.co/hQNu4hZZEt via @MelanieDuncan7 https://t.co/ZslPsWywil" normal
25300 "NEW 3-4 Person Green Double layer Waterproof Family Camping Hiking Instant Tent https://t.co/XxhtlMJRse https://t.co/bSXJMtBFtm" spam
25301 "@brianstelter Looks like misleading headlines in The Hill lean both left and right. They are shameless in their quest for click-bait." abusive
25302 "@kipny Thank you! Today is abit better. Yesterday I was completely wiped out but have managed to do a few things ro… https://t.co/rjATL8VhYf" normal
25303 "@ThexNightmare |
""Go fuck yourself you self righteous prick."" He growls, returning the favor of nails being used fo… https://t.co/R1h5EO41Wq" abusive
25304 "The Last Bucelarii Book 3: Gateway to the Past:  https://t.co/0JAmctw0XE
#Mustread, #BookBoost https://t.co/fhrb3ka8hF" normal
25305 "I always make sure to feed my dog the best food i can! #HillsPetCrowd #sponsored https://t.co/sOIGSjb1SE" normal
25307 "📷 sebastiansource: Lana met Sebastian Stan on set for “The Last Full Measure” in Georgia, Atlanta on... https://t.co/K1Rbv8UVKE" spam
25308 "Found a Transponder Snail!
Candid shots of the Straw Hats on their new ship!
https://t.co/DtDlrBSGMP #TreCru https://t.co/tPKbcX3cAG" normal
25312 "@cumtree @zama_dubane seems more like a distraction to me. Making us focus on that rather than them." normal
25313 "So yeah while I wait to see my daughter and do not want to be alone,I will come to the HAUNT and watch people!!" normal
25314 "NOTE: Waking up to your wife crying in bed next to you is pretty much the worst thing in the world. Just saying." normal
25315 "@TheDreNigga He won't unless he's a predator. It's one moment that he won't remember the next day cuz he barely has… https://t.co/NRozdL9k2H" hateful
25316 "Visit https://t.co/DI9jtiBSZ5 to email your doctor w/ nonurgent health issues or make an appointment to talk w/ your doctor over the phone." normal
25317 "These traces of execution on the destination host are often much harder to hide.  #ThreatHunting #DFIR #AttackerNeeds" normal
25318 "Having an adorable little best friend comes with a price. With great dog parents, come great responsibilities.... https://t.co/tyEnj4ipTg" normal
25319 "Your clear vision of success motivates you to reach higher to ... More for Capricorn https://t.co/vKgBlJIQkb" normal
25321 "@stonerprime @finnaBlazePAD @HiRezAlyssa @PaladinsGame Then you don't qualify for the ""hitting level 30 during beta"" reward :')" normal
25322 "Proud to be the 3,010th backer on @BackerKit for Bears vs Babies - A Card Game | Thx @gameofbabies! https://t.co/4lfPmKrPWR" normal
25323 "The latest The Lawyers &amp; Settlements Daily! https://t.co/nZ6XeumrkH Thanks to @EACEsq @CaptainCrusader @RealUSAHerald #lawsuit #dhs" normal
25326 "Artisans of Old – Pagan Renaissance Jewelry and Leather Accessories. https://t.co/4bOXfPBNMs #pagan  #pbn #jewelry https://t.co/b4FmxpCj0Y" spam
25330 "@Fulliautomtx Remember that Henry Kissinger was given the Nobel Peace Prize. Totally undeserved, what they were thinking we'll never know." normal
25331 "FRIDAY NIGHT @1LOTTOSAVAGE LIVE AT #MIDNIGHTBLU 🎥💲🎥 LADIES FREE TIL 12 w/ RSVP 470.301.5262 📲  5050 JIMMY CARTER BLVD. 15" spam
25332 "Breaking: Mike Flynn has offered to be interviewed in probe of Trump team's... https://t.co/giMsOGaR6I by #RosieBarton via @c0nvey" normal
25333 "Exploring Medical Language : A Student-Directed Approach by Myrna LaFleur Brook… https://t.co/g5gtBx0So8 https://t.co/4NsZRJ9Eru" normal
25335 "@Youdan talking about contingent workforce &amp; total workforce mgt @RecEventsCo #RL100 #Recruitment https://t.co/AIX1oc2FjW" normal
25342 "#Rackspace Urges Texas Court to Throw Out Lawsuit from Former Customer. Read more: https://t.co/yGl9iJgrWo $RAX" normal
25343 "@RicepirateMick *the boys are back in town the boys are back in town the boys are back in town the boys are back in town the boys...*" normal
25344 "Wind 0.0 mph ---. Barometer 1004.2 hPa, Falling slowly. Temperature 11.2 °C. Rain today 0.3 mm. Humidity 76%" normal
25345 "Pick up any good comics today that I get anxiety over trying to plan how to save up to 80% off! #comics" normal
25347 "@FightForHotep Last week Tillerson said a regime change in Syria was not the priority. Next day Assad gasses his own people angering world??" normal
25348 "SAVE THE DATE! Friday 28 April RSVP NOW!

Illya Cooper Headlines RAW - Underground Jack's 1st B'Day!! https://t.co/TtxWVGZS2Y" spam
25350 "WHEN THE AIRPLANE LANDS WITH BROKEN WINDSHIELD ...
THE CAPTAIN TAXIED ""ACE VENTURA""… https://t.co/cXIEX87tIY" normal
25351 "@Theebeeee See the line where the sky meets the sea? 
It calls me, and no one knows how fat it goes 🎶" normal
25352 "@luyolo_Maphundu @crauki1 @seedless_cream 5) we could. When that is revealed everyone realises that we were all con… https://t.co/tgOyQBiFZf" normal
25353 "We have been finding the perimeter of 2D shapes by solving problems from the zoo! https://t.co/nnSVdBbmBJ" normal
25354 "With everything at stake and the #Celtics only here to watch the #Cavs play! SMDH Not quite ready for prime time huh? #CavsCeltics" normal
25355 "@DoctroMister1 @KC75531072 @BoomerBasket @mitchellvii Maybe the invasion of Korea by Russia. ask Maxipad Waters." normal
25357 "Erectile Dysfunction Exercises 

Effective Exercises To Help Your ED

#MensHealth #HealthyLiving… https://t.co/OZR0pYggsx" normal
25361 "That's why I love @LouisFarrakhan - He's an example of faith. He's an example of a believer in God.  @minishmael   #NOISundays" normal
25362 "The latest The Luc ∞ Jallois Daily! https://t.co/ZcReBC4SE4 Thanks to @davlgd @ZevEisenberg @sclopit #travel #afp" spam
25363 "Everything Korea, April 3 Episode --Working with Korean Teams, Part 1

#donsoutherton #everythingkorea... https://t.co/3MjR3jzsOc" normal
25364 "You could be quite tenacious today, clinging to a cherished dr... More for Scorpio https://t.co/5eSaFj4FLM" spam
37008 "...so anyone can buy a specific person's history as opposed to the history of some anonymous users in a specific demographic." normal
37010 "@woodrumlaw Oh interesting! Have you looked into what your counterparts are being paid? Is there a wage gap?" normal
37011 "Latest reports on #RealEstate market analysis &amp; housing data covering U.S Canada &amp; U.K Visit Us At… https://t.co/6PhSlNOxd3" normal
37012 """Talk to the freaking people!"" @thepodcastdude
You will never get people to care about you if you don't care about them first." normal
37013 "The preorder for @iambrvndonp &amp; @ThaMission joint album #BarelyFinished is live!! #RPSMG  https://t.co/zHiSix5Qxp" spam
37015 "2016 #MotoGP People's Choice: ?? ?? Valentino #Rossi ???? ?? ?? 2016 Exceptional Achievement in #F1: ?? ?? Fernando… https://t.co/xGhfGlJbZs" normal
37016 "@Andre____XD Deal. Washed or unwashed? If the giveaway gets 10k retweets I'll throw in @humpTT 's hat." normal
37017 "Topped off with shaved truffles &amp; washed down with some Moet ! @lennaleprena https://t.co/S69d8RZQro" normal
37018 """It would be a shame to go to all that trouble to decentralize, but then adopt a singleton"" https://t.co/I7nFJTdPKP)" normal
37019 "@graybluebird @adigoesswimming @sammipants_08 I watched it sporadically and have been meaning to start" normal
37023 "Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/5ifUb05nQB #TreCru https://t.co/7J0TtDa6SA" normal
37024 "#BrevardCounty:  Vehicle fire has NB Range Rd blocked at SR-520.  Take Clearlake Rd as alt #orlando #traffic" normal
37025 "@northernassist We bought tickets to edale it said for today from trainline we printed off &amp; it's for tomorrow trai… https://t.co/yikOp8ndYq" normal
37026 "@laurDIY ASJSLABAKSB can't wait to see you lauren together with alex!💜💕 love youuu both💯 #prettylittlelaurs
#laurex #YTTFPH" normal
37027 "Although you may swing into action early in the day with high ... More for Sagittarius https://t.co/PSZeLevF9u" spam
37030 "And of course the real story is NOT THE STORY THAT IS BEING LEAKED.

Hope this helps.

.@realDonaldTrump #MAGA https://t.co/eYxVoIAIuK" normal
37032 "thanks to @IIFAUtsavam for introducing @varusarath to me and thanks to varu for being so beautiful 😍 #fanslistupdated" normal
37034 "@Shamrock_1982 If I sent you my number by private message, would you be willing to message me if the announcement happens during the day?" normal
37035 "Simple is hard  to achieve .we're  always  overthinking. ..www.instagram.com/six5zero8
https://t.co/tv59XYEtlo… https://t.co/kxBTpduAE1" normal
37036 "@HTFrancoise talking with chuck nellis is like talking to a 4yr old having a tantrum for an ice cream cone they already have
@CarmineZozzora" normal
37037 "I had a video that was marked by YouTube as not advertiser-friendly. I'm not sure why, but I'm flattered that they even care." normal
37039 "@TrickyMagician It was like that for me at the start but over time catbird was like oh hey you really give a shit we're buds now." abusive
37042 "@raveyote @Juanldwfa This is true, yes, but that roominess is also at the expense of efficiency per passenger per nautical mile." normal
37043 "@Drew_Smith13 @SportsCenter One thing to know your the best, another thing to go around needlessly quoting your res… https://t.co/knvGFO6VaA" normal
37045 "A huge thank you to @uwformulamotorsports and @uw_husky_robotics for representing the College of Engineering at Pa…… https://t.co/ugYJdVm6S5" normal
37046 "Daft Punk - Get Lucky (Official Audio) ft. Pharrell Williams, Nile Rodgers
#LarryLondon #VOA1 #thehits #MorningRush  https://t.co/FjJZAXsKzn" spam
37048 "@mybrandonboyd Good Morning My Lover,Bran!❤️ I hope you are well having a Peaceful Saturday.🌹How is Cute this Photo… https://t.co/drIRZWKwlw" normal
